{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8925217}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.075741865}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.010621643}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.95872194}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.014213339}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.011243464}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.91505444}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.078286186}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0034752649}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.75180185}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.22354157}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.010543854}
{Name:n02117135 hyena, hyaena, Probability:0.49256185}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.3244972}  {Name:n02116738 African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus, Probability:0.10430821}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.998776}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00072464405}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.00047347066}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9882289}  {Name:n02074367 dugong, Dugong dugon, Probability:0.003632971}  {Name:n01498041 stingray, Probability:0.0033277757}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99861264}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0011473693}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.00011398325}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9385188}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.045417465}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.01466465}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99405175}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.005321592}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00033679587}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.45687786}  {Name:n02077923 sea lion, Probability:0.19553669}  {Name:n02444819 otter, Probability:0.16432223}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9959519}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.00079036533}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00077800127}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9999758}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:1.2701763e-05}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:4.9601267e-06}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.787522}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.050123222}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.020113185}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.7447697}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.254909}  {Name:n02137549 mongoose, Probability:0.00014496178}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.79949}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.18534274}  {Name:n02125311 cougar, puma, catamount, mountain lion, painter, panther, Felis concolor, Probability:0.005814616}
{Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.319654}  {Name:n02111889 Samoyed, Samoyede, Probability:0.27840436}  {Name:n02098286 West Highland white terrier, Probability:0.25951105}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8299653}  {Name:n02363005 beaver, Probability:0.015234542}  {Name:n02437616 llama, Probability:0.011291047}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.94231343}  {Name:n02117135 hyena, hyaena, Probability:0.015797297}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.013903929}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99831283}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0008507795}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0008161418}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99993944}  {Name:n02111889 Samoyed, Samoyede, Probability:3.90274e-05}  {Name:n02104029 kuvasz, Probability:1.1441505e-05}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99989915}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:6.7873436e-05}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:1.873162e-05}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99983215}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:7.227679e-05}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:6.987425e-05}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9614092}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.037211742}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0005794777}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9745943}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.019979855}  {Name:n02106550 Rottweiler, Probability:0.0028573256}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.97895837}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.020951033}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:2.372991e-05}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9892179}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0066944677}  {Name:n02105056 groenendael, Probability:0.0018264605}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9993332}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.00057314703}  {Name:n02104029 kuvasz, Probability:2.9769133e-05}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.51854384}  {Name:n02361337 marmot, Probability:0.40521342}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.067708276}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8568218}  {Name:n02102318 cocker spaniel, English cocker spaniel, cocker, Probability:0.067941286}  {Name:n02101556 clumber, clumber spaniel, Probability:0.019324454}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02108915 French bulldog, Probability:0.09260851}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.08820861}  {Name:n04399382 teddy, teddy bear, Probability:0.08321594}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.774427}  {Name:n02104365 schipperke, Probability:0.090594314}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.052092947}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9992855}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.00041821427}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.00015925115}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9653405}  {Name:n01943899 conch, Probability:0.003411558}  {Name:n09256479 coral reef, Probability:0.0031485967}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.84978545}  {Name:n01860187 black swan, Cygnus atratus, Probability:0.027536012}  {Name:n07615774 ice lolly, lolly, lollipop, popsicle, Probability:0.021375423}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.426299}  {Name:n02104029 kuvasz, Probability:0.10102792}  {Name:n02110958 pug, pug-dog, Probability:0.086345226}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.88670754}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.028048987}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.020520506}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9939957}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0014537659}  {Name:n02117135 hyena, hyaena, Probability:0.0013843743}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.5417778}  {Name:n02104029 kuvasz, Probability:0.23613259}  {Name:n02111500 Great Pyrenees, Probability:0.17012163}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.94884074}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.049673706}  {Name:n02113799 standard poodle, Probability:0.00044396368}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.96110827}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.0191968}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.017306088}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.96518797}  {Name:n02117135 hyena, hyaena, Probability:0.012491352}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.006131446}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9832298}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0138548035}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.0017933801}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9893332}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.007919142}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0023425622}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.53548884}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.4394724}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.02487846}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.92618954}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.017641902}  {Name:n02104029 kuvasz, Probability:0.010137889}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99969363}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00022387855}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:6.288114e-05}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02105056 groenendael, Probability:0.4008643}  {Name:n02111277 Newfoundland, Newfoundland dog, Probability:0.22750624}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.09068432}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.98146236}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.018097932}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.00017692521}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9859206}  {Name:n02129165 lion, king of beasts, Panthera leo, Probability:0.004032134}  {Name:n02504013 Indian elephant, Elephas maximus, Probability:0.001948651}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8989813}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.058745347}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.03937182}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99764246}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0019540128}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00035990297}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.36818287}  {Name:n01883070 wombat, Probability:0.117935255}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.11137203}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99961627}  {Name:n02077923 sea lion, Probability:0.00011532216}  {Name:n01664065 loggerhead, loggerhead turtle, Caretta caretta, Probability:6.787611e-05}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.77093774}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.060371496}  {Name:n02111500 Great Pyrenees, Probability:0.055194862}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9998878}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:6.167719e-05}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:1.8754357e-05}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9978047}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0019203065}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00024860178}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8725192}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.02180544}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.020057483}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.9989687}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.00044270093}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00040422633}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.82859004}  {Name:n01695060 Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis, Probability:0.10846774}  {Name:n02093647 Bedlington terrier, Probability:0.016967077}
