{Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.35942364}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.21924742}  {Name:n02104029 kuvasz, Probability:0.2172781}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9965065}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.001507881}  {Name:n02077923 sea lion, Probability:0.0003528171}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.78247154}  {Name:n02410509 bison, Probability:0.09358775}  {Name:n01883070 wombat, Probability:0.07628713}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.89250994}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.026838839}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.016145369}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02504013 Indian elephant, Elephas maximus, Probability:0.6443852}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.108648896}  {Name:n02444819 otter, Probability:0.09376524}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.5848691}  {Name:n02444819 otter, Probability:0.19964443}  {Name:n01883070 wombat, Probability:0.04312326}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9004277}  {Name:n02104029 kuvasz, Probability:0.05290967}  {Name:n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita, Probability:0.0057809562}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.87879914}  {Name:n02129165 lion, king of beasts, Panthera leo, Probability:0.021202754}  {Name:n02113799 standard poodle, Probability:0.0062600016}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9988551}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0011295677}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:1.03712e-05}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8526199}  {Name:n02125311 cougar, puma, catamount, mountain lion, painter, panther, Felis concolor, Probability:0.052792873}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.040159024}
{Name:n02105505 komondor, Probability:0.17126755}  {Name:n02113799 standard poodle, Probability:0.10735409}  {Name:n02090721 Irish wolfhound, Probability:0.06947008}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.2125381}  {Name:n02105162 malinois, Probability:0.111833945}  {Name:n02125311 cougar, puma, catamount, mountain lion, painter, panther, Felis concolor, Probability:0.09618171}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9432882}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.029107073}  {Name:n02117135 hyena, hyaena, Probability:0.0084639555}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9974752}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00065886055}  {Name:n02504013 Indian elephant, Elephas maximus, Probability:0.0005046179}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.887502}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.05095404}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.048890367}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.98196775}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.007001876}  {Name:n02486410 baboon, Probability:0.0042819204}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99941134}  {Name:n02444819 otter, Probability:0.00016230771}  {Name:n02090721 Irish wolfhound, Probability:8.8653695e-05}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.956933}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.024298636}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0131134335}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9000945}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.035439067}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.009073668}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.9065482}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.06996858}  {Name:n02486410 baboon, Probability:0.0050675985}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9100963}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.05078894}  {Name:n02492035 capuchin, ringtail, Cebus capucinus, Probability:0.0069155633}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9787813}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.018143116}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0008217374}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8651174}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.08407846}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.02576679}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.7982255}  {Name:n02095889 Sealyham terrier, Sealyham, Probability:0.046327744}  {Name:n01664065 loggerhead, loggerhead turtle, Caretta caretta, Probability:0.011126471}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02342885 hamster, Probability:0.15367052}  {Name:n04493381 tub, vat, Probability:0.081310034}  {Name:n02441942 weasel, Probability:0.06467944}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9268196}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.067523345}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0016248693}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9744397}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.012448209}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0052502593}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9990879}  {Name:n01484850 great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias, Probability:0.00032628217}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.00024446918}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.34059477}  {Name:n01860187 black swan, Cygnus atratus, Probability:0.13724954}  {Name:n02951358 canoe, Probability:0.09925985}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.46751747}  {Name:n02111500 Great Pyrenees, Probability:0.19196579}  {Name:n02104029 kuvasz, Probability:0.08485819}
{Name:n02410509 bison, Probability:0.57015294}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.13762678}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.06812708}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99723214}  {Name:n02363005 beaver, Probability:0.00083432184}  {Name:n02444819 otter, Probability:0.0004655131}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8492694}  {Name:n02104029 kuvasz, Probability:0.100368634}  {Name:n02099601 golden retriever, Probability:0.01931418}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99038625}  {Name:n02113799 standard poodle, Probability:0.001778666}  {Name:n02442845 mink, Probability:0.0015325765}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9965468}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.001859233}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.0011228828}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.54452085}  {Name:n02117135 hyena, hyaena, Probability:0.21164721}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.12678437}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9933735}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.004510253}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0018210058}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.94416565}  {Name:n02410509 bison, Probability:0.037125476}  {Name:n02403003 ox, Probability:0.0059860195}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9321938}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.040542923}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.009930081}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.43025136}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.2922208}  {Name:n02104029 kuvasz, Probability:0.21040288}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.84886664}  {Name:n02363005 beaver, Probability:0.070392534}  {Name:n02444819 otter, Probability:0.047267023}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.701941}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.10572407}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.087709874}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9196726}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.0537375}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.014745546}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.93396425}  {Name:n02410509 bison, Probability:0.05680172}  {Name:n02403003 ox, Probability:0.0019540766}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.87801456}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.05042107}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.018972185}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.817135}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.02416226}  {Name:n02101006 Gordon setter, Probability:0.018121913}
{Name:n01695060 Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis, Probability:0.23902486}  {Name:n02397096 warthog, Probability:0.13598084}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.12385034}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9635766}  {Name:n02104029 kuvasz, Probability:0.009042964}  {Name:n02099601 golden retriever, Probability:0.0038384397}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9832879}  {Name:n02104029 kuvasz, Probability:0.009846663}  {Name:n02111889 Samoyed, Samoyede, Probability:0.0030910175}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.3910005}  {Name:n04613696 yurt, Probability:0.10811422}  {Name:n02692877 airship, dirigible, Probability:0.09949117}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.60818946}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.37573665}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.007489767}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.60520625}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.21830603}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.02725339}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.99760664}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.00054380554}  {Name:n02488702 colobus, colobus monkey, Probability:0.00029470678}
{Name:n02105641 Old English sheepdog, bobtail, Probability:0.28711438}  {Name:n02093647 Bedlington terrier, Probability:0.2588917}  {Name:n02447366 badger, Probability:0.057917364}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.91648084}  {Name:n02807133 bathing cap, swimming cap, Probability:0.019860921}  {Name:n02096051 Airedale, Airedale terrier, Probability:0.015385623}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9894153}  {Name:n02104029 kuvasz, Probability:0.0037810768}  {Name:n02111500 Great Pyrenees, Probability:0.0023037645}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.98090714}  {Name:n01871265 tusker, Probability:0.0048594372}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0028029343}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.9999999}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:1.2377781e-07}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:1.3935619e-08}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8118899}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.17487863}  {Name:n02410509 bison, Probability:0.005540934}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9276382}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.02118704}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.018469147}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99820364}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0013858426}  {Name:n02125311 cougar, puma, catamount, mountain lion, painter, panther, Felis concolor, Probability:0.00021114826}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.6204526}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.35992905}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0040143603}
