{Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.2975172}  {Name:n02115641 dingo, warrigal, warragal, Canis dingo, Probability:0.17326921}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.13703984}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.93268114}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0033173459}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.002574882}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9421004}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.007358159}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0019434408}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.80082595}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.030584333}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.02138661}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8841726}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.013780681}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0034031938}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.4339452}  {Name:n02117135 hyena, hyaena, Probability:0.19502698}  {Name:n02116738 African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus, Probability:0.105907194}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9101135}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.006599322}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0038281684}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.89047873}  {Name:n02074367 dugong, Dugong dugon, Probability:0.009783802}  {Name:n01498041 stingray, Probability:0.0083883805}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9635589}  {Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.0028268383}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0006635981}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.82603097}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.10620131}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.011270322}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9585059}  {Name:n02105056 groenendael, Probability:0.0016219149}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0014192836}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9061409}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0057412917}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0041998103}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9307686}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.012197232}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0039995816}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.98452306}  {Name:n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita, Probability:0.002180294}  {Name:n02280649 cabbage butterfly, Probability:0.0004975979}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9370979}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.006148663}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.0012758361}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.88511807}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.013186704}  {Name:n02877765 bottlecap, Probability:0.0062723276}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9226605}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.010610413}  {Name:n02112137 chow, chow chow, Probability:0.0029640223}
{Name:n02111889 Samoyed, Samoyede, Probability:0.33065575}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.28060797}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.088918015}
{Name:n02361337 marmot, Probability:0.43057805}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.3219819}  {Name:n02363005 beaver, Probability:0.028750269}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8378173}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0401937}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0064581935}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.95092255}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0028577615}  {Name:n02877765 bottlecap, Probability:0.0015502884}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.89564735}  {Name:n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita, Probability:0.0027150144}  {Name:n02280649 cabbage butterfly, Probability:0.0013766171}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.94230306}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.004710071}  {Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.0012908252}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9311146}  {Name:n02363005 beaver, Probability:0.00084704184}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0007995001}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9262421}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.004396451}  {Name:n02877765 bottlecap, Probability:0.0023802454}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.82249683}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.07373869}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.019630736}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.95104903}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0014181179}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.00037796053}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.96059597}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.006944585}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0015042743}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.93760633}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.0022723854}  {Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.0008721704}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9544699}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.0018502352}  {Name:n02361337 marmot, Probability:0.0013514989}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9787434}  {Name:n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita, Probability:0.0012383646}  {Name:n02099712 Labrador retriever, Probability:0.00090593443}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02107574 Greater Swiss Mountain dog, Probability:0.14708202}  {Name:n02091134 whippet, Probability:0.13297762}  {Name:n02110341 dalmatian, coach dog, carriage dog, Probability:0.08607582}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.95528156}  {Name:n02105056 groenendael, Probability:0.0070598265}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.004183507}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.97966605}  {Name:n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita, Probability:0.0012540745}  {Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.00050482026}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9104589}  {Name:n02092339 Weimaraner, Probability:0.006222964}  {Name:n09229709 bubble, Probability:0.0048085274}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.79947656}  {Name:n02504013 Indian elephant, Elephas maximus, Probability:0.03998475}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.012048226}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.93411857}  {Name:n02104029 kuvasz, Probability:0.009470411}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0027838678}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9908847}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00088658347}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0002383328}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.92624044}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.007876791}  {Name:n02877765 bottlecap, Probability:0.0033764392}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9599835}  {Name:n02104029 kuvasz, Probability:0.0015699429}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0006142953}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.57458615}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.068484254}  {Name:n02090721 Irish wolfhound, Probability:0.026985738}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9394507}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0070162117}  {Name:n02483362 gibbon, Hylobates lar, Probability:0.002426003}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9661136}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0019948166}  {Name:n02117135 hyena, hyaena, Probability:0.00088481774}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.91696215}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0031608138}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0020636823}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.7493199}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.023343014}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.010122689}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.6578749}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.11649462}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.053391457}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8845831}  {Name:n04399382 teddy, teddy bear, Probability:0.017331423}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.014228134}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.91497433}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0069197244}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0016616834}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.7959388}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.035933383}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.020498157}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8979612}  {Name:n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita, Probability:0.0034780481}  {Name:n02111500 Great Pyrenees, Probability:0.0017073466}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8847897}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.007209989}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0027091259}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8689487}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.015611591}  {Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.0031143005}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.80178833}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.004866952}  {Name:n01883070 wombat, Probability:0.0016601648}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.7523395}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.023783207}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.01181832}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.96510524}  {Name:n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita, Probability:0.0014320957}  {Name:n02104029 kuvasz, Probability:0.0014074171}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9713283}  {Name:n02104029 kuvasz, Probability:0.0018266973}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0008522423}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9851071}  {Name:n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita, Probability:0.0010541282}  {Name:n02280649 cabbage butterfly, Probability:0.0007804202}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9215666}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0058995495}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0055186027}
